source_id,date,frp,normal_frp,ratio,industry_name,region
korba_21.9221_83.3485,2025-03-03,9.1,2.97,3.06,Jindal Steel Works,korba
singrauli_24.1825_82.6579,2025-04-08,3.49,1.14,3.06,Jayant Mine,singrauli
korba_22.1448_82.5668,2025-01-21,14.74,4.82,3.06,Marwa Thermal Power Plant,korba
korba_22.0356_83.3564,2025-12-03,5.14,1.68,3.06,,korba
korba_22.0481_82.5211,2025-12-23,11.87,3.89,3.05,,korba
korba_22.0221_83.3796,2025-05-10,3.97,1.3,3.05,,korba
korba_22.3289_82.5940,2025-12-27,5.37,1.76,3.05,Gevra Open Cast Mine,korba
korba_21.7549_82.7770,2025-12-18,16.45,5.39,3.05,,korba
singrauli_24.1445_82.6350,2025-02-20,4.17,1.37,3.05,Nigahi Mine,singrauli
korba_21.7011_83.0093,2025-01-03,15.19,4.99,3.04,,korba
korba_21.7353_82.6594,2025-03-27,14.42,4.75,3.04,,korba
korba_22.3225_82.6744,2025-08-29,2.58,0.85,3.04,Kusmunda Open Cast Mine,korba
korba_22.3173_82.5347,2025-03-11,4.68,1.54,3.04,Dipka Open Cast Mine,korba
korba_22.3173_82.5347,2025-05-02,4.68,1.54,3.04,Dipka Open Cast Mine,korba
korba_21.9221_83.3485,2025-02-21,9.02,2.97,3.04,Jindal Steel Works,korba
korba_21.7782_82.5451,2025-06-09,15.24,5.01,3.04,,korba
korba_22.0313_82.5561,2025-12-21,13.01,4.28,3.04,Marwa Thermal Power Plant,korba
korba_21.9437_82.8218,2025-12-27,12.45,4.09,3.04,Prakash Industries Steel Plant,korba
punjab_30.7631_75.3168,2025-05-13,19.96,6.58,3.03,Grandfather Food Processing,punjab
korba_21.7326_82.8763,2025-12-16,13.7,4.51,3.03,,korba
korba_21.7904_83.3006,2025-12-14,10.86,3.58,3.03,Adani Korba West power station,korba
korba_21.7011_83.0093,2025-03-08,15.14,4.99,3.03,,korba
singrauli_24.1505_82.5672,2025-03-15,6.43,2.12,3.03,Block - B coal mine,singrauli
korba_21.7011_83.0093,2025-06-03,15.05,4.99,3.02,,korba
singrauli_24.2066_82.7111,2025-03-09,4.02,1.33,3.02,Jhingurdah Mine,singrauli
korba_22.0048_82.6706,2025-06-15,5.58,1.85,3.02,Prakash Industries Steel Plant,korba
korba_21.6717_82.6601,2025-01-27,17.31,5.73,3.02,,korba
korba_22.0356_83.3564,2025-04-10,5.08,1.68,3.02,,korba
singrauli_24.1590_82.6717,2025-05-20,3.81,1.26,3.02,Dudhichua Mine,singrauli
korba_22.0179_82.2986,2025-04-06,15.68,5.19,3.02,,korba
korba_21.6761_83.0119,2025-01-23,20.2,6.68,3.02,,korba
korba_21.7779_83.1822,2025-01-02,12.76,4.22,3.02,AVANTHA BHANDAR TPP,korba
korba_22.0188_83.3386,2025-03-15,2.99,0.99,3.02,,korba
korba_21.9221_83.3485,2025-05-23,8.93,2.97,3.01,Jindal Steel Works,korba
korba_22.3289_82.5940,2025-05-02,5.3,1.76,3.01,Gevra Open Cast Mine,korba
korba_22.0060_83.0792,2025-01-26,10.98,3.65,3.01,Chhal Coal Mine,korba
korba_22.0939_83.1194,2025-11-18,4.31,1.43,3.01,Chhal Coal Mine,korba
korba_21.8015_82.3859,2025-12-08,16.79,5.58,3.01,AKALTARA TPP,korba
korba_21.8652_82.3610,2025-01-07,13.62,4.52,3.01,AKALTARA TPP,korba
korba_21.9586_82.9103,2025-12-17,12.92,4.3,3.0,,korba
korba_21.8688_83.1417,2025-12-24,12.5,4.16,3.0,UCHPINDA TPP,korba
